"","metric","level","levelName","vName","value","rank_overall","rank_byLevel"
"1","EC",1,"Functional purposes","Cultural heritage and sense of place",0.00135947602720366,468,5
"2","EC",1,"Functional purposes","Economic opportunity",0.00109047812944907,472,8
"3","EC",1,"Functional purposes","Globalised connectivity",0.00121683563262895,471,7
"4","EC",1,"Functional purposes","Knowledge transfer and diffusion of innovation",0.00148452474243873,467,4
"5","EC",1,"Functional purposes","Physical settlement",0.0023247198631794,455,1
"6","EC",1,"Functional purposes","Pooling of resources",0.0012350836628491,470,6
"7","EC",1,"Functional purposes","Safety and security",0.00203699726034018,462,3
"8","EC",1,"Functional purposes","Social opportunity and care",0.00204272247124486,461,2
"9","EC",2,"Values and priority measures","Collective identity and community support",0.0113194106327371,416,7
"10","EC",2,"Values and priority measures","Comprehensive security and rule of law",0.00580933111218062,440,12
"11","EC",2,"Values and priority measures","Diverse livelihoods and employment",0.00558268012229529,441,13
"12","EC",2,"Values and priority measures","Effective leadership and management",0.00986452101114413,425,10
"13","EC",2,"Values and priority measures","Effective provision of critical services",0.0139072477073127,403,3
"14","EC",2,"Values and priority measures","Effective safeguards to human health and life",0.0115846907804834,415,6
"15","EC",2,"Values and priority measures","Empowered stakeholders",0.00866450933487712,430,11
"16","EC",2,"Values and priority measures","Environmental sustainability",0.0124990143301371,406,4
"17","EC",2,"Values and priority measures","Integrated development and planning",0.0106484789158416,419,9
"18","EC",2,"Values and priority measures","Minimal vulnerability",0.0178191643702554,380,2
"19","EC",2,"Values and priority measures","Reduced exposure and fragility",0.0108211506792242,417,8
"20","EC",2,"Values and priority measures","Reliable communications and mobility",0.00454788019887124,444,14
"21","EC",2,"Values and priority measures","Socio-economic equality and equity",0.0254582564050911,341,1
"22","EC",2,"Values and priority measures","Sustainable economy",0.012479023666364,407,5
"23","EC",3,"Generalised functions","Animal welfare",0.0222757545281671,360,26
"24","EC",3,"Generalised functions","Biological hazard regulation",0.0739710699042164,242,7
"25","EC",3,"Generalised functions","Ceremonies and services for major life events",0.00970358595120164,426,36
"26","EC",3,"Generalised functions","Clean air",0.011969079281627,410,32
"27","EC",3,"Generalised functions","Clean water",0.065078864993213,251,9
"28","EC",3,"Generalised functions","Clothing provision",0.00993848627583847,424,35
"29","EC",3,"Generalised functions","Communication systems",0.0442509278527293,296,19
"30","EC",3,"Generalised functions","Community activities and engagement",0.0621908110282401,254,10
"31","EC",3,"Generalised functions","Distribution of goods (logistics)",0.0289612959723551,327,23
"32","EC",3,"Generalised functions","Emergency services",0.0567570583115192,266,16
"33","EC",3,"Generalised functions","Employment provision",0.143767154954119,200,2
"34","EC",3,"Generalised functions","Energy supply",0.0575175491396943,262,15
"35","EC",3,"Generalised functions","Environmental and geohazard regulation",0.0211346936943188,366,27
"36","EC",3,"Generalised functions","Environmental conservation",0.0576821364469611,261,14
"37","EC",3,"Generalised functions","Financial services",0.0117000569614106,412,34
"38","EC",3,"Generalised functions","Food provision",0.0497226740842974,280,18
"39","EC",3,"Generalised functions","Foster social cohesion",0.0832692112139373,231,5
"40","EC",3,"Generalised functions","Goods and services provision",0.0923494733071794,222,3
"41","EC",3,"Generalised functions","Governance",0.0434256034951759,299,20
"42","EC",3,"Generalised functions","Historical and cultural value contribution",0.0616002542274982,256,12
"43","EC",3,"Generalised functions","Housing provision",0.0890774455249105,227,4
"44","EC",3,"Generalised functions","Hydrometeorological hazard regulation",0.0514209217771967,276,17
"45","EC",3,"Generalised functions","Law and order",0.0251561251706665,345,24
"46","EC",3,"Generalised functions","Learning and education",0.04216257240565,303,21
"47","EC",3,"Generalised functions","Observance of religion",0.00387433463967566,449,37
"48","EC",3,"Generalised functions","Physical security",0.0673496707648268,249,8
"49","EC",3,"Generalised functions","Planning activities",0.0145392891401464,399,31
"50","EC",3,"Generalised functions","Public health",0.20109922877409,191,1
"51","EC",3,"Generalised functions","Recreational activities",0.0588159312030833,259,13
"52","EC",3,"Generalised functions","Road conditions and safety",0.0205583469951869,369,28
"53","EC",3,"Generalised functions","Sanitation provision",0.0403852539972679,304,22
"54","EC",3,"Generalised functions","Social interaction",0.0827512924078772,234,6
"55","EC",3,"Generalised functions","Societal hazard regulation",0.017096612234768,383,30
"56","EC",3,"Generalised functions","Technological hazard regulation",0.0189075922247937,376,29
"57","EC",3,"Generalised functions","Tourism",0.0620011308210433,255,11
"58","EC",3,"Generalised functions","Travel (people, not goods)",0.0227560423549636,357,25
"59","EC",3,"Generalised functions","Waste management",0.0117715122007137,411,33
"60","EC",4,"Object-related processes","Accommodate prisoners",0.0104104355664264,421,150
"61","EC",4,"Object-related processes","Act as access point for electricity",0.991874556576462,5,5
"62","EC",4,"Object-related processes","Act as access point for food",0.979226566755349,8,8
"63","EC",4,"Object-related processes","Act as access point for gas",0.974981158409276,9,9
"64","EC",4,"Object-related processes","Act as access point for goods distribution",0.0233213241649405,352,108
"65","EC",4,"Object-related processes","Act as access point for petrol or oil",0.0772944791980615,239,52
"66","EC",4,"Object-related processes","Act as access point for potable water",0.994093306426203,4,4
"67","EC",4,"Object-related processes","Act as access point for public transport",0.0440789066255104,297,79
"68","EC",4,"Object-related processes","Act as access point for sanitation",0.998390966510237,2,2
"69","EC",4,"Object-related processes","Act as access point for telecommunication",0.994347787615441,3,3
"70","EC",4,"Object-related processes","Act as access point for traffic information",0.0860235885077108,228,43
"71","EC",4,"Object-related processes","Act as access point for waste and recycling",0.0145066088641556,401,143
"72","EC",4,"Object-related processes","Act as access point to cash",0.0995055693958233,216,37
"73","EC",4,"Object-related processes","Act as community meeting space",0.267332942400951,55,16
"74","EC",4,"Object-related processes","Act as grid point for electricity",0.0162339116834924,387,131
"75","EC",4,"Object-related processes","Act as grid point for gas",0.0058730901273493,438,163
"76","EC",4,"Object-related processes","Act as grid point for telecommunications",0.00229503402567162,457,170
"77","EC",4,"Object-related processes","Act as grid point for wastewater",0.0173278354526241,381,127
"78","EC",4,"Object-related processes","Act as grid point for water",0.0146394828632592,398,141
"79","EC",4,"Object-related processes","Act as mode of transport",0.021991615913678,362,114
"80","EC",4,"Object-related processes","Act as place of historical or cultural importance",0.3084924545914,17,13
"81","EC",4,"Object-related processes","Act as point of contact for public to raise social and civic issues",0.0834990797689204,230,45
"82","EC",4,"Object-related processes","Act as training grounds for armed forces exercise",0.0105081829036864,420,149
"83","EC",4,"Object-related processes","Act as transport hub",0.0325503269255144,322,94
"84","EC",4,"Object-related processes","Administrate armed forces operations",0.0263520569518094,338,101
"85","EC",4,"Object-related processes","Administrate banking operations",0.0388868141650308,310,86
"86","EC",4,"Object-related processes","Administrate business support",0.0337315690743767,318,91
"87","EC",4,"Object-related processes","Administrate community grants",0.0252790784260487,343,103
"88","EC",4,"Object-related processes","Administrate diplomacy",0.0228635854329792,355,111
"89","EC",4,"Object-related processes","Administrate educational facilities",0.0445297609509658,294,78
"90","EC",4,"Object-related processes","Administrate emergency services",0.0488088413744,284,72
"91","EC",4,"Object-related processes","Administrate healthcare services",0.11460963073119,211,34
"92","EC",4,"Object-related processes","Administrate large-scale transport of goods or people",0.0623916695701864,253,61
"93","EC",4,"Object-related processes","Administrate political campaigns",0.0077811547019646,435,160
"94","EC",4,"Object-related processes","Administrate political duties",0.0346175810166771,315,89
"95","EC",4,"Object-related processes","Administrate provision of electricity",0.0116270204311992,414,148
"96","EC",4,"Object-related processes","Administrate provision of gas",0.0116474929449383,413,147
"97","EC",4,"Object-related processes","Administrate provision of potable water",0.0194512613114589,373,121
"98","EC",4,"Object-related processes","Administrate provision of telecommunications",0.013985261898983,402,144
"99","EC",4,"Object-related processes","Administrate provision of temporary accommodation",0.0432432559980384,300,81
"100","EC",4,"Object-related processes","Administrate provision of traffic information",0.0794946233998376,236,49
"101","EC",4,"Object-related processes","Administrate provision of wastewater services",0.0217586766463753,363,115
"102","EC",4,"Object-related processes","Administrate sales",0.0209716083464573,368,117
"103","EC",4,"Object-related processes","Administrate taxes",0.0457241632277455,291,75
"104","EC",4,"Object-related processes","Administrate transport to healthcare services",0.0424003508549325,302,82
"105","EC",4,"Object-related processes","Administrate waste and recycling",0.020339311142167,370,118
"106","EC",4,"Object-related processes","Administrate welfare benefits",0.0274650876326489,331,98
"107","EC",4,"Object-related processes","Advise carers",0.0830469423171282,232,46
"108","EC",4,"Object-related processes","Advise on community activities",0.274773618112155,44,15
"109","EC",4,"Object-related processes","Advise or regulate implementation of workplace policies",0.074487723909902,240,53
"110","EC",4,"Object-related processes","Advise or set government policy",0.0738409156301831,243,55
"111","EC",4,"Object-related processes","Allow road crossing",0.00297149599972965,451,167
"112","EC",4,"Object-related processes","Animal rescue",0.0457698863670078,290,74
"113","EC",4,"Object-related processes","Calm traffic",0.00918276005886775,429,155
"114","EC",4,"Object-related processes","Charge electric vehicles",0.0164406519885031,386,130
"115","EC",4,"Object-related processes","Connect buildings to services",0.0397578507221126,307,85
"116","EC",4,"Object-related processes","Construct buildings",0.0145356028694362,400,142
"117","EC",4,"Object-related processes","Coordinate construction work",0.00962242068169058,427,153
"118","EC",4,"Object-related processes","Criminal investigation",0.0448085874638633,293,77
"119","EC",4,"Object-related processes","Design buildings and urban spaces",0.0229883413069735,354,110
"120","EC",4,"Object-related processes","Direct traffic",0.0828560160098683,233,47
"121","EC",4,"Object-related processes","Dispense medicines",0.028705081528387,328,97
"122","EC",4,"Object-related processes","Display items of significance",0.14207812484637,201,28
"123","EC",4,"Object-related processes","Dispose waste and recycling",0.0157424410470944,390,134
"124","EC",4,"Object-related processes","Enforce building standards",0.0180972233826657,379,126
"125","EC",4,"Object-related processes","Enforce environmental standards",0.0270125407949539,335,100
"126","EC",4,"Object-related processes","Enforce food standards",0.0152796710829691,393,137
"127","EC",4,"Object-related processes","Enforce health and safety",0.980375144971439,7,7
"128","EC",4,"Object-related processes","Facilitate creative expression",0.212621916004486,184,19
"129","EC",4,"Object-related processes","Facilitate cultural events",0.245845716445118,103,17
"130","EC",4,"Object-related processes","Facilitate leisure or recreation",0.450669275196986,11,11
"131","EC",4,"Object-related processes","Facilitate registrar services",0.0150763835248809,395,139
"132","EC",4,"Object-related processes","Generate electricity",0.0189726279962195,375,123
"133","EC",4,"Object-related processes","Generate traffic information",0.0698798794379497,244,56
"134","EC",4,"Object-related processes","Grow food",0.0242827642802523,351,107
"135","EC",4,"Object-related processes","House animals",0.0673521798671517,248,58
"136","EC",4,"Object-related processes","Maintain clothing",0.0363833762508294,313,88
"137","EC",4,"Object-related processes","Maintain roads",0.0196630970027238,372,120
"138","EC",4,"Object-related processes","Maintain vehicles",0.0631171043917753,252,60
"139","EC",4,"Object-related processes","Maintain watercourses",0.135787019097503,203,30
"140","EC",4,"Object-related processes","Manage pests",0.114846698912061,210,33
"141","EC",4,"Object-related processes","Manage property",0.0245611136351354,347,104
"142","EC",4,"Object-related processes","Manufacture consumer discretionary",0.00818116691772314,434,159
"143","EC",4,"Object-related processes","Manufacture consumer staples",0.0152522480032872,394,138
"144","EC",4,"Object-related processes","Manufacture gas and oil equipment and supplies",0.00858974964462908,431,156
"145","EC",4,"Object-related processes","Manufacture healthcare equipment and supplies",0.014816009741894,396,140
"146","EC",4,"Object-related processes","Manufacture industrial equipment and supplies",0.00949703781791853,428,154
"147","EC",4,"Object-related processes","Manufacture materials",0.0188492294447578,377,124
"148","EC",4,"Object-related processes","Manufacture telecommunication equipment and supplies",0.00828862503157957,433,158
"149","EC",4,"Object-related processes","Monitor environment",0.0487741623144335,285,73
"150","EC",4,"Object-related processes","Monitor neighbourhood",0.0185606528841236,378,125
"151","EC",4,"Object-related processes","Process waste and recycling",0.0228304584781525,356,112
"152","EC",4,"Object-related processes","Provide IT services",0.223278013830478,182,18
"153","EC",4,"Object-related processes","Provide a psychological sense of home",0.0273598179129108,332,99
"154","EC",4,"Object-related processes","Provide access to planning resources and services",0.0570063202830915,264,65
"155","EC",4,"Object-related processes","Provide aesthetic value",0.139430791517378,202,29
"156","EC",4,"Object-related processes","Provide animal healthcare",0.0336909447780907,319,92
"157","EC",4,"Object-related processes","Provide assisted living",0.0385256142318901,311,87
"158","EC",4,"Object-related processes","Provide barrier to movement",0.00450013597236882,445,165
"159","EC",4,"Object-related processes","Provide cleaning and maintenance services",0.150422332302006,199,27
"160","EC",4,"Object-related processes","Provide covered passageway",0.00301313639472368,450,166
"161","EC",4,"Object-related processes","Provide death-care services",0.0512676792304634,278,69
"162","EC",4,"Object-related processes","Provide dental healthcare services",0.0190581347111283,374,122
"163","EC",4,"Object-related processes","Provide discretionary goods",0.207040799240012,186,20
"164","EC",4,"Object-related processes","Provide drainage",0.0783288102179611,238,51
"165","EC",4,"Object-related processes","Provide education services",0.0402272767806967,305,83
"166","EC",4,"Object-related processes","Provide emergency healthcare services",0.0153755455294323,391,135
"167","EC",4,"Object-related processes","Provide employment",0.972606926455392,10,10
"168","EC",4,"Object-related processes","Provide financial services (business)",0.0684844644850394,247,57
"169","EC",4,"Object-related processes","Provide financial services (household)",0.0565090447865148,267,66
"170","EC",4,"Object-related processes","Provide flood barrier",0.0026958445520728,453,168
"171","EC",4,"Object-related processes","Provide general healthcare services",0.0926549522168727,221,41
"172","EC",4,"Object-related processes","Provide insurance",0.0456103148624853,292,76
"173","EC",4,"Object-related processes","Provide interior trades",0.0201922193807289,371,119
"174","EC",4,"Object-related processes","Provide legal advice",0.0334863918890462,320,93
"175","EC",4,"Object-related processes","Provide marketing and media services",0.193279125982115,194,25
"176","EC",4,"Object-related processes","Provide mental healthcare services",0.0593340686082671,258,62
"177","EC",4,"Object-related processes","Provide older childcare",0.0439628187569619,298,80
"178","EC",4,"Object-related processes","Provide optical healthcare services",0.0171588969246627,382,128
"179","EC",4,"Object-related processes","Provide other discretionary services",0.368314222997584,12,12
"180","EC",4,"Object-related processes","Provide other specialist healthcare services",0.0123811168532982,408,146
"181","EC",4,"Object-related processes","Provide physiotherapy services",0.0509839750246923,279,70
"182","EC",4,"Object-related processes","Provide place of worship",0.0827337771806342,235,48
"183","EC",4,"Object-related processes","Provide public communications service",0.0399608902144363,306,84
"184","EC",4,"Object-related processes","Provide qualification services",0.29964150444324,22,14
"185","EC",4,"Object-related processes","Provide recreational learning",0.202280819771855,188,21
"186","EC",4,"Object-related processes","Provide rehabilitation services",0.0493955468412304,283,71
"187","EC",4,"Object-related processes","Provide removal and storage services",0.0169284706043059,384,129
"188","EC",4,"Object-related processes","Provide retributive justice and criminal deterrence",0.0339922315128438,317,90
"189","EC",4,"Object-related processes","Provide sexual healthcare services",0.030308527271929,325,96
"190","EC",4,"Object-related processes","Provide social support",0.193331526676594,193,24
"191","EC",4,"Object-related processes","Provide staple goods",0.175346068905558,196,26
"192","EC",4,"Object-related processes","Provide street care and cleaning",0.0262371604264696,339,102
"193","EC",4,"Object-related processes","Provide street lighting",0.0100252071607266,422,151
"194","EC",4,"Object-related processes","Provide supported learning",0.0529774544480649,274,68
"195","EC",4,"Object-related processes","Provide temporary shelter",0.987180495145949,6,6
"196","EC",4,"Object-related processes","Provide working environment",1,1,1
"197","EC",4,"Object-related processes","Provide younger childcare",0.0231262135956146,353,109
"198","EC",4,"Object-related processes","Rent vehicles",0.0160260539029617,388,132
"199","EC",4,"Object-related processes","Respond to emergencies",0.0858425297550199,229,44
"200","EC",4,"Object-related processes","Screen media",0.0963752307915443,219,39
"201","EC",4,"Object-related processes","Secure place to keep your possessions",0.110183030415479,213,35
"202","EC",4,"Object-related processes","Sequester carbon",0.097172826680087,218,38
"203","EC",4,"Object-related processes","Sort and organise delivery of goods",0.0244957171363745,348,105
"204","EC",4,"Object-related processes","Store gas",0.00588245881754727,437,162
"205","EC",4,"Object-related processes","Store vehicles",0.121192351818095,206,31
"206","EC",4,"Object-related processes","Store wastewater",0.0243019085756459,350,106
"207","EC",4,"Object-related processes","Store water",0.0577028213883904,260,63
"208","EC",4,"Object-related processes","Store wholesale goods",0.0664474913166868,250,59
"209","EC",4,"Object-related processes","Support access to employment",0.0570329012161172,263,64
"210","EC",4,"Object-related processes","Support air filtration",0.0783817585358976,237,50
"211","EC",4,"Object-related processes","Support excess water storage",0.0552993173290653,270,67
"212","EC",4,"Object-related processes","Support mental health",0.201239377324511,190,23
"213","EC",4,"Object-related processes","Support microclimate regulation",0.0923471055882817,223,42
"214","EC",4,"Object-related processes","Support nutrient cycles",0.102558806737477,214,36
"215","EC",4,"Object-related processes","Support physical health and fitness",0.202175090893453,189,22
"216","EC",4,"Object-related processes","Support species habitat",0.0932384278250669,220,40
"217","EC",4,"Object-related processes","Support water purification",0.0742508519635905,241,54
"218","EC",4,"Object-related processes","Survey buildings",0.0220628426513128,361,113
"219","EC",4,"Object-related processes","Transmit electricity",0.00587006107228786,439,164
"220","EC",4,"Object-related processes","Transmit gas",0.00643855223381439,436,161
"221","EC",4,"Object-related processes","Transmit money",0.0310177714294323,323,95
"222","EC",4,"Object-related processes","Transmit telecommunications",0.00229503402567162,456,169
"223","EC",4,"Object-related processes","Transport waste and recycling",0.00846319295881447,432,157
"224","EC",4,"Object-related processes","Transport wastewater",0.00999734891250986,423,152
"225","EC",4,"Object-related processes","Transport water",0.0126431942551567,405,145
"226","EC",4,"Object-related processes","Treat wastewater",0.0210267466073498,367,116
"227","EC",4,"Object-related processes","Treat water",0.015930289406973,389,133
"228","EC",4,"Object-related processes","Undertake legal proceedings",0.0153106323787231,392,136
"229","EC",4,"Object-related processes","Undertake research",0.116690072474112,208,32
"230","EC",5,"Physical objects","ATMs",0.0264012814808916,337,214
"231","EC",5,"Physical objects","Absorption towers",0.00398267186831879,448,233
"232","EC",5,"Physical objects","Accountancy firms",0.236343425790939,137,120
"233","EC",5,"Physical objects","Advertising",0.228367678048088,171,154
"234","EC",5,"Physical objects","Agriculture",0.294375251490909,31,17
"235","EC",5,"Physical objects","Air bases",0.251435673896336,92,76
"236","EC",5,"Physical objects","Airplanes and helicopters",0.160004803381168,197,170
"237","EC",5,"Physical objects","Airports (major)",0.276617371871803,40,26
"238","EC",5,"Physical objects","Airports (minor)",0.267104175144671,56,40
"239","EC",5,"Physical objects","Ambulance stations",0.243332143647429,117,100
"240","EC",5,"Physical objects","Animal care",0.253529756430999,79,63
"241","EC",5,"Physical objects","Animal shelters",0.227313537031532,175,158
"242","EC",5,"Physical objects","Apparel retail",0.243727455711141,114,97
"243","EC",5,"Physical objects","Apparel services",0.233163966364253,150,133
"244","EC",5,"Physical objects","Aquaculture",0.25282706762704,85,69
"245","EC",5,"Physical objects","Aquariums",0.295163895644668,28,14
"246","EC",5,"Physical objects","Aqueducts and viaducts",0.0147890947433744,397,225
"247","EC",5,"Physical objects","Armed forces barracks",0.234498797208778,147,130
"248","EC",5,"Physical objects","Armed forces offices",0.241310843055573,121,104
"249","EC",5,"Physical objects","Armed forces training grounds",0.0693254321585102,246,183
"250","EC",5,"Physical objects","Assisted living (health)",0.298009523289477,24,10
"251","EC",5,"Physical objects","Assisted living (social)",0.284939762923642,35,21
"252","EC",5,"Physical objects","Attractions",0.26987808942928,49,34
"253","EC",5,"Physical objects","Auction houses",0.256324215650206,75,59
"254","EC",5,"Physical objects","Automotive retail",0.244838673116778,110,93
"255","EC",5,"Physical objects","Bank headquarters",0.239654486141454,124,107
"256","EC",5,"Physical objects","Banks",0.234961418662244,145,128
"257","EC",5,"Physical objects","Barriers, gates, and fences",0.00198178184065203,464,240
"258","EC",5,"Physical objects","Bars and nightclubs",0.269623141129096,51,36
"259","EC",5,"Physical objects","Beaches",0.0471706486379846,287,196
"260","EC",5,"Physical objects","Beauty services",0.258161819649664,73,57
"261","EC",5,"Physical objects","Bicycles",0.0107228941469398,418,228
"262","EC",5,"Physical objects","Bins",0.000329100279305701,476,247
"263","EC",5,"Physical objects","Blood banks",0.230671485609428,157,140
"264","EC",5,"Physical objects","Boats",0.135661955200509,204,172
"265","EC",5,"Physical objects","Botanical gardens",0.313457127958369,15,3
"266","EC",5,"Physical objects","Bridges",0.0121087929798961,409,227
"267","EC",5,"Physical objects","Broadband provider offices",0.235945501855537,139,122
"268","EC",5,"Physical objects","Broadcasting",0.260603678337024,68,52
"269","EC",5,"Physical objects","Brownfield sites",0.016583156601949,385,224
"270","EC",5,"Physical objects","Buildings (other)",0.156990869826945,198,171
"271","EC",5,"Physical objects","Bus stations",0.253099009475948,80,64
"272","EC",5,"Physical objects","Bus stops",0.0252750796967159,344,217
"273","EC",5,"Physical objects","Buses and trams",0.0697238572340826,245,182
"274","EC",5,"Physical objects","Business services",0.232291739835135,154,137
"275","EC",5,"Physical objects","Cafes",0.261859437676794,65,49
"276","EC",5,"Physical objects","Camping grounds",0.209948778803615,185,166
"277","EC",5,"Physical objects","Canals",0.0514850668299702,275,191
"278","EC",5,"Physical objects","Career and employment support services",0.226966610433212,177,160
"279","EC",5,"Physical objects","Casinos and gaming",0.268157554340407,53,38
"280","EC",5,"Physical objects","Cemeteries",0.0985550548165849,217,178
"281","EC",5,"Physical objects","Charity organisations",0.269884073557042,48,33
"282","EC",5,"Physical objects","Charity shops",0.255111950457233,78,62
"283","EC",5,"Physical objects","Children's clubs",0.276533025558253,41,27
"284","EC",5,"Physical objects","Cinemas",0.266612780519989,58,42
"285","EC",5,"Physical objects","Citizens Advice Bureaus",0.245341075530519,105,88
"286","EC",5,"Physical objects","Common green areas",0.0534979448199521,273,190
"287","EC",5,"Physical objects","Community centres",0.302074572713243,20,7
"288","EC",5,"Physical objects","Computer and electronics retail and services",0.252324863940694,86,70
"289","EC",5,"Physical objects","Conference and exhibition centres (animal racing)",0.299871470161167,21,8
"290","EC",5,"Physical objects","Conference and exhibition centres (general)",0.30316709294835,19,6
"291","EC",5,"Physical objects","Construction and engineering",0.228186252336022,172,155
"292","EC",5,"Physical objects","Consumer finance",0.229779617432495,161,144
"293","EC",5,"Physical objects","Council offices",0.280147096976616,39,25
"294","EC",5,"Physical objects","Couriers",0.225067691597421,181,164
"295","EC",5,"Physical objects","Courthouses",0.238859562477878,128,111
"296","EC",5,"Physical objects","Coworking office spaces",0.232338564687103,153,136
"297","EC",5,"Physical objects","Creative spaces",0.297105217435709,25,11
"298","EC",5,"Physical objects","Crossings",0.00194710276116044,465,241
"299","EC",5,"Physical objects","Day centres",0.287782461925923,34,20
"300","EC",5,"Physical objects","Death-care services",0.22514597356648,180,163
"301","EC",5,"Physical objects","Dental and orthodontal practices",0.2501678254484,96,80
"302","EC",5,"Physical objects","Dining and catering services",0.24813986466262,99,83
"303","EC",5,"Physical objects","Diplomatic buildings",0.245153943260875,108,91
"304","EC",5,"Physical objects","Distribution centres",0.230210891298236,158,141
"305","EC",5,"Physical objects","Driving schools",0.230780639532537,156,139
"306","EC",5,"Physical objects","EV charging stations",0.027503960115505,330,210
"307","EC",5,"Physical objects","Eateries",0.267436750383426,54,39
"308","EC",5,"Physical objects","Electricity provider offices",0.234990046460499,144,127
"309","EC",5,"Physical objects","Emergency Disaster Posts (Pos Komando)",0.102539853984379,215,177
"310","EC",5,"Physical objects","Emergency vehicles",0.0494621102926168,282,194
"311","EC",5,"Physical objects","Environmental consulting and quantity surveying firms",0.229963682037026,160,143
"312","EC",5,"Physical objects","Environmental regulators",0.266277075558334,60,44
"313","EC",5,"Physical objects","Events management",0.255226145685061,77,61
"314","EC",5,"Physical objects","Exterior building trades",0.231110397576543,155,138
"315","EC",5,"Physical objects","Fast food venues",0.255625859911422,76,60
"316","EC",5,"Physical objects","Ferry terminals",0.25852062885534,72,56
"317","EC",5,"Physical objects","Financial advisors",0.229164086370921,163,146
"318","EC",5,"Physical objects","Fire stations",0.241397085663726,120,103
"319","EC",5,"Physical objects","Fishing clubs",0.308544468588488,16,4
"320","EC",5,"Physical objects","Food banks",0.238580386006857,129,112
"321","EC",5,"Physical objects","Furnishing retail",0.252083117244159,89,73
"322","EC",5,"Physical objects","Furnishing services",0.245022289116178,109,92
"323","EC",5,"Physical objects","Gas pipelines",0.000279517302513817,478,249
"324","EC",5,"Physical objects","Gas provider offices",0.235892466689087,140,123
"325","EC",5,"Physical objects","Gas storage tanks",0.000133450819415322,480,251
"326","EC",5,"Physical objects","Gas terminals",0.000266689098560909,479,250
"327","EC",5,"Physical objects","Grasslands and meadows",0.0547524779054466,272,189
"328","EC",5,"Physical objects","Harbours",0.251349201597691,93,77
"329","EC",5,"Physical objects","Headquarters (other)",0.235324213218067,142,125
"330","EC",5,"Physical objects","Healthcare (homecare)",0.262386629994705,64,48
"331","EC",5,"Physical objects","Healthcare (physiotherapy)",0.247101803897243,101,85
"332","EC",5,"Physical objects","Healthcare (specialist)",0.252305983606393,87,71
"333","EC",5,"Physical objects","Helipads",0.00462908840190635,443,230
"334","EC",5,"Physical objects","Higher education",0.340684366450523,13,1
"335","EC",5,"Physical objects","Historic attractions",0.263711162783291,63,47
"336","EC",5,"Physical objects","Historic points of interest",0.0296736715214891,326,208
"337","EC",5,"Physical objects","Home and outdoor maintenance retail",0.245234898846629,107,90
"338","EC",5,"Physical objects","Home and outdoor maintenance services",0.239152811469042,126,109
"339","EC",5,"Physical objects","Homeless shelters",0.236961449426837,134,117
"340","EC",5,"Physical objects","Hospitals",0.29645843842901,26,12
"341","EC",5,"Physical objects","Hotels",0.273148109135073,46,31
"342","EC",5,"Physical objects","ICT cables and wireless communication modes",5.2065671993883e-05,484,255
"343","EC",5,"Physical objects","IT software and services",0.229524006497496,162,145
"344","EC",5,"Physical objects","Independent or renewable power sources",0.000430417420858919,474,245
"345","EC",5,"Physical objects","Insurance provider offices",0.237303372399637,132,115
"346","EC",5,"Physical objects","Integrated waste facilities",0.228737176231017,169,152
"347","EC",5,"Physical objects","Interior building trades",0.234651240659113,146,129
"348","EC",5,"Physical objects","Internet cafes",0.242562551955988,118,101
"349","EC",5,"Physical objects","Lakes and ponds",0.0551138761303763,271,188
"350","EC",5,"Physical objects","Landfills and endpoint waste sites",0.12065939002937,207,174
"351","EC",5,"Physical objects","Learned societies",0.296335136011258,27,13
"352","EC",5,"Physical objects","Legal services",0.24181563905921,119,102
"353","EC",5,"Physical objects","Libraries and archives",0.298605088996209,23,9
"354","EC",5,"Physical objects","Lifeboat stations",0.243779945155524,113,96
"355","EC",5,"Physical objects","Locksmiths and cobblers",0.248529279261368,98,82
"356","EC",5,"Physical objects","Lorries",0.0249125155948925,346,218
"357","EC",5,"Physical objects","Maintenance vehicles",0.0285302179710208,329,209
"358","EC",5,"Physical objects","Manufacturing (IT hardware)",0.228758879629655,168,151
"359","EC",5,"Physical objects","Manufacturing (consumer discretionary)",0.236058855939986,138,121
"360","EC",5,"Physical objects","Manufacturing (consumer staples)",0.232894799407929,151,134
"361","EC",5,"Physical objects","Manufacturing (energy)",0.228765711012178,167,150
"362","EC",5,"Physical objects","Manufacturing (healthcare)",0.228906961386833,165,148
"363","EC",5,"Physical objects","Manufacturing (industrials)",0.228786293961235,166,149
"364","EC",5,"Physical objects","Manufacturing (materials)",0.233695435332658,149,132
"365","EC",5,"Physical objects","Marinas",0.259921285223752,69,53
"366","EC",5,"Physical objects","Medical laboratories",0.252874027623974,84,68
"367","EC",5,"Physical objects","Medical practices",0.2665514562212,59,43
"368","EC",5,"Physical objects","Mental health services",0.252916291799463,83,67
"369","EC",5,"Physical objects","Multi-line retail",0.269124366618732,52,37
"370","EC",5,"Physical objects","Museums and art galleries",0.294867091035486,30,16
"371","EC",5,"Physical objects","Music and theatre venues",0.294872208207426,29,15
"372","EC",5,"Physical objects","National government buildings",0.259916683666283,70,54
"373","EC",5,"Physical objects","Nature reserves",0.128380244162728,205,173
"374","EC",5,"Physical objects","Nurseries",0.261200239865546,66,50
"375","EC",5,"Physical objects","Observatories",0.276049979719985,43,29
"376","EC",5,"Physical objects","Off-licenses",0.238184831842109,130,113
"377","EC",5,"Physical objects","Offices (other)",0.229048239746704,164,147
