"","metric","level","levelName","vName","value","rank_overall","rank_byLevel"
"1851","nodeDegree_up3",3,"Generalised functions","Ceremonies and services for major life events",0,12,1
"1852","nodeDegree_up4",3,"Generalised functions","Ceremonies and services for major life events",0,4,1
"1853","nodeDegree_down2",3,"Generalised functions","Ceremonies and services for major life events",65,40,28
"1854","nodeDegree_down3",3,"Generalised functions","Ceremonies and services for major life events",0,20,1
"1855","nodeDegree_down4",3,"Generalised functions","Ceremonies and services for major life events",0,6,1
"1856","degree_up1",3,"Generalised functions","Clean air",3,34,7
"1857","degree_down1",3,"Generalised functions","Clean air",7,49,21
"1858","degree_total1",3,"Generalised functions","Clean air",10,53,20
"1859","degree_up2",3,"Generalised functions","Clean air",8,109,16
"1860","degree_up3",3,"Generalised functions","Clean air",0,12,1
"1861","degree_down2",3,"Generalised functions","Clean air",109,42,29
"1862","degree_down3",3,"Generalised functions","Clean air",0,23,1
"1863","nodeDegree_up1",3,"Generalised functions","Clean air",3,34,7
"1864","nodeDegree_down1",3,"Generalised functions","Clean air",7,49,21
"1865","nodeDegree_total1",3,"Generalised functions","Clean air",10,53,20
"1866","nodeDegree_up2",3,"Generalised functions","Clean air",5,33,4
"1867","nodeDegree_up3",3,"Generalised functions","Clean air",0,12,1
"1868","nodeDegree_up4",3,"Generalised functions","Clean air",0,4,1
"1869","nodeDegree_down2",3,"Generalised functions","Clean air",50,44,31
"1870","nodeDegree_down3",3,"Generalised functions","Clean air",0,20,1
"1871","nodeDegree_down4",3,"Generalised functions","Clean air",0,6,1
"1872","degree_up1",3,"Generalised functions","Clean water",3,34,7
"1873","degree_down1",3,"Generalised functions","Clean water",20,36,11
"1874","degree_total1",3,"Generalised functions","Clean water",23,40,11
"1875","degree_up2",3,"Generalised functions","Clean water",8,109,16
"1876","degree_up3",3,"Generalised functions","Clean water",0,12,1
"1877","degree_down2",3,"Generalised functions","Clean water",533,7,7
"1878","degree_down3",3,"Generalised functions","Clean water",0,23,1
"1879","nodeDegree_up1",3,"Generalised functions","Clean water",3,34,7
"1880","nodeDegree_down1",3,"Generalised functions","Clean water",20,36,11
"1881","nodeDegree_total1",3,"Generalised functions","Clean water",23,40,11
"1882","nodeDegree_up2",3,"Generalised functions","Clean water",5,33,4
"1883","nodeDegree_up3",3,"Generalised functions","Clean water",0,12,1
"1884","nodeDegree_up4",3,"Generalised functions","Clean water",0,4,1
"1885","nodeDegree_down2",3,"Generalised functions","Clean water",205,6,6
"1886","nodeDegree_down3",3,"Generalised functions","Clean water",0,20,1
"1887","nodeDegree_down4",3,"Generalised functions","Clean water",0,6,1
"1888","degree_up1",3,"Generalised functions","Clothing provision",1,36,9
"1889","degree_down1",3,"Generalised functions","Clothing provision",7,49,21
"1890","degree_total1",3,"Generalised functions","Clothing provision",8,55,21
"1891","degree_up2",3,"Generalised functions","Clothing provision",3,114,19
"1892","degree_up3",3,"Generalised functions","Clothing provision",0,12,1
"1893","degree_down2",3,"Generalised functions","Clothing provision",67,50,33
"1894","degree_down3",3,"Generalised functions","Clothing provision",0,23,1
"1895","nodeDegree_up1",3,"Generalised functions","Clothing provision",1,36,9
"1896","nodeDegree_down1",3,"Generalised functions","Clothing provision",7,49,21
"1897","nodeDegree_total1",3,"Generalised functions","Clothing provision",8,55,21
"1898","nodeDegree_up2",3,"Generalised functions","Clothing provision",3,35,5
"1899","nodeDegree_up3",3,"Generalised functions","Clothing provision",0,12,1
"1900","nodeDegree_up4",3,"Generalised functions","Clothing provision",0,4,1
"1901","nodeDegree_down2",3,"Generalised functions","Clothing provision",55,43,30
"1902","nodeDegree_down3",3,"Generalised functions","Clothing provision",0,20,1
"1903","nodeDegree_down4",3,"Generalised functions","Clothing provision",0,6,1
"1904","degree_up1",3,"Generalised functions","Communication systems",7,30,3
"1905","degree_down1",3,"Generalised functions","Communication systems",10,46,20
"1906","degree_total1",3,"Generalised functions","Communication systems",17,46,16
"1907","degree_up2",3,"Generalised functions","Communication systems",26,91,3
"1908","degree_up3",3,"Generalised functions","Communication systems",0,12,1
"1909","degree_down2",3,"Generalised functions","Communication systems",325,19,18
"1910","degree_down3",3,"Generalised functions","Communication systems",0,23,1
"1911","nodeDegree_up1",3,"Generalised functions","Communication systems",7,30,3
"1912","nodeDegree_down1",3,"Generalised functions","Communication systems",10,46,20
"1913","nodeDegree_total1",3,"Generalised functions","Communication systems",17,46,16
"1914","nodeDegree_up2",3,"Generalised functions","Communication systems",8,30,1
"1915","nodeDegree_up3",3,"Generalised functions","Communication systems",0,12,1
"1916","nodeDegree_up4",3,"Generalised functions","Communication systems",0,4,1
"1917","nodeDegree_down2",3,"Generalised functions","Communication systems",184,12,12
"1918","nodeDegree_down3",3,"Generalised functions","Communication systems",0,20,1
"1919","nodeDegree_down4",3,"Generalised functions","Communication systems",0,6,1
"1920","degree_up1",3,"Generalised functions","Community activities and engagement",5,32,5
"1921","degree_down1",3,"Generalised functions","Community activities and engagement",16,40,14
"1922","degree_total1",3,"Generalised functions","Community activities and engagement",21,42,13
"1923","degree_up2",3,"Generalised functions","Community activities and engagement",23,94,5
"1924","degree_up3",3,"Generalised functions","Community activities and engagement",0,12,1
"1925","degree_down2",3,"Generalised functions","Community activities and engagement",470,13,13
"1926","degree_down3",3,"Generalised functions","Community activities and engagement",0,23,1
"1927","nodeDegree_up1",3,"Generalised functions","Community activities and engagement",5,32,5
"1928","nodeDegree_down1",3,"Generalised functions","Community activities and engagement",16,40,14
"1929","nodeDegree_total1",3,"Generalised functions","Community activities and engagement",21,42,13
"1930","nodeDegree_up2",3,"Generalised functions","Community activities and engagement",8,30,1
"1931","nodeDegree_up3",3,"Generalised functions","Community activities and engagement",0,12,1
"1932","nodeDegree_up4",3,"Generalised functions","Community activities and engagement",0,4,1
"1933","nodeDegree_down2",3,"Generalised functions","Community activities and engagement",128,21,19
"1934","nodeDegree_down3",3,"Generalised functions","Community activities and engagement",0,20,1
"1935","nodeDegree_down4",3,"Generalised functions","Community activities and engagement",0,6,1
"1936","degree_up1",3,"Generalised functions","Distribution of goods (logistics)",2,35,8
"1937","degree_down1",3,"Generalised functions","Distribution of goods (logistics)",24,32,7
"1938","degree_total1",3,"Generalised functions","Distribution of goods (logistics)",26,37,8
"1939","degree_up2",3,"Generalised functions","Distribution of goods (logistics)",8,109,16
"1940","degree_up3",3,"Generalised functions","Distribution of goods (logistics)",0,12,1
"1941","degree_down2",3,"Generalised functions","Distribution of goods (logistics)",246,28,22
"1942","degree_down3",3,"Generalised functions","Distribution of goods (logistics)",0,23,1
"1943","nodeDegree_up1",3,"Generalised functions","Distribution of goods (logistics)",2,35,8
"1944","nodeDegree_down1",3,"Generalised functions","Distribution of goods (logistics)",24,32,7
"1945","nodeDegree_total1",3,"Generalised functions","Distribution of goods (logistics)",26,37,8
"1946","nodeDegree_up2",3,"Generalised functions","Distribution of goods (logistics)",5,33,4
"1947","nodeDegree_up3",3,"Generalised functions","Distribution of goods (logistics)",0,12,1
"1948","nodeDegree_up4",3,"Generalised functions","Distribution of goods (logistics)",0,4,1
"1949","nodeDegree_down2",3,"Generalised functions","Distribution of goods (logistics)",123,24,20
"1950","nodeDegree_down3",3,"Generalised functions","Distribution of goods (logistics)",0,20,1
"1951","nodeDegree_down4",3,"Generalised functions","Distribution of goods (logistics)",0,6,1
"1952","degree_up1",3,"Generalised functions","Emergency services",5,32,5
"1953","degree_down1",3,"Generalised functions","Emergency services",30,26,4
"1954","degree_total1",3,"Generalised functions","Emergency services",35,28,3
"1955","degree_up2",3,"Generalised functions","Emergency services",11,106,13
"1956","degree_up3",3,"Generalised functions","Emergency services",0,12,1
"1957","degree_down2",3,"Generalised functions","Emergency services",454,15,15
"1958","degree_down3",3,"Generalised functions","Emergency services",0,23,1
"1959","nodeDegree_up1",3,"Generalised functions","Emergency services",5,32,5
"1960","nodeDegree_down1",3,"Generalised functions","Emergency services",30,26,4
"1961","nodeDegree_total1",3,"Generalised functions","Emergency services",35,28,3
"1962","nodeDegree_up2",3,"Generalised functions","Emergency services",6,32,3
"1963","nodeDegree_up3",3,"Generalised functions","Emergency services",0,12,1
"1964","nodeDegree_up4",3,"Generalised functions","Emergency services",0,4,1
"1965","nodeDegree_down2",3,"Generalised functions","Emergency services",214,3,3
"1966","nodeDegree_down3",3,"Generalised functions","Emergency services",0,20,1
"1967","nodeDegree_down4",3,"Generalised functions","Emergency services",0,6,1
"1968","degree_up1",3,"Generalised functions","Employment provision",3,34,7
"1969","degree_down1",3,"Generalised functions","Employment provision",23,33,8
"1970","degree_total1",3,"Generalised functions","Employment provision",26,37,8
"1971","degree_up2",3,"Generalised functions","Employment provision",12,105,12
"1972","degree_up3",3,"Generalised functions","Employment provision",0,12,1
"1973","degree_down2",3,"Generalised functions","Employment provision",1111,2,2
"1974","degree_down3",3,"Generalised functions","Employment provision",0,23,1
"1975","nodeDegree_up1",3,"Generalised functions","Employment provision",3,34,7
"1976","nodeDegree_down1",3,"Generalised functions","Employment provision",23,33,8
"1977","nodeDegree_total1",3,"Generalised functions","Employment provision",26,37,8
"1978","nodeDegree_up2",3,"Generalised functions","Employment provision",7,31,2
"1979","nodeDegree_up3",3,"Generalised functions","Employment provision",0,12,1
"1980","nodeDegree_up4",3,"Generalised functions","Employment provision",0,4,1
"1981","nodeDegree_down2",3,"Generalised functions","Employment provision",209,4,4
"1982","nodeDegree_down3",3,"Generalised functions","Employment provision",0,20,1
"1983","nodeDegree_down4",3,"Generalised functions","Employment provision",0,6,1
"1984","degree_up1",3,"Generalised functions","Energy supply",3,34,7
"1985","degree_down1",3,"Generalised functions","Energy supply",15,41,15
"1986","degree_total1",3,"Generalised functions","Energy supply",18,45,15
"1987","degree_up2",3,"Generalised functions","Energy supply",8,109,16
"1988","degree_up3",3,"Generalised functions","Energy supply",0,12,1
"1989","degree_down2",3,"Generalised functions","Energy supply",431,16,16
"1990","degree_down3",3,"Generalised functions","Energy supply",0,23,1
"1991","nodeDegree_up1",3,"Generalised functions","Energy supply",3,34,7
"1992","nodeDegree_down1",3,"Generalised functions","Energy supply",15,41,15
"1993","nodeDegree_total1",3,"Generalised functions","Energy supply",18,45,15
"1994","nodeDegree_up2",3,"Generalised functions","Energy supply",5,33,4
"1995","nodeDegree_up3",3,"Generalised functions","Energy supply",0,12,1
"1996","nodeDegree_up4",3,"Generalised functions","Energy supply",0,4,1
"1997","nodeDegree_down2",3,"Generalised functions","Energy supply",182,13,13
"1998","nodeDegree_down3",3,"Generalised functions","Energy supply",0,20,1
"1999","nodeDegree_down4",3,"Generalised functions","Energy supply",0,6,1
"2000","degree_up1",3,"Generalised functions","Environmental and geohazard regulation",6,31,4
"2001","degree_down1",3,"Generalised functions","Environmental and geohazard regulation",14,42,16
"2002","degree_total1",3,"Generalised functions","Environmental and geohazard regulation",20,43,14
"2003","degree_up2",3,"Generalised functions","Environmental and geohazard regulation",17,100,8
"2004","degree_up3",3,"Generalised functions","Environmental and geohazard regulation",0,12,1
"2005","degree_down2",3,"Generalised functions","Environmental and geohazard regulation",198,32,24
"2006","degree_down3",3,"Generalised functions","Environmental and geohazard regulation",0,23,1
"2007","nodeDegree_up1",3,"Generalised functions","Environmental and geohazard regulation",6,31,4
"2008","nodeDegree_down1",3,"Generalised functions","Environmental and geohazard regulation",14,42,16
"2009","nodeDegree_total1",3,"Generalised functions","Environmental and geohazard regulation",20,43,14
"2010","nodeDegree_up2",3,"Generalised functions","Environmental and geohazard regulation",7,31,2
"2011","nodeDegree_up3",3,"Generalised functions","Environmental and geohazard regulation",0,12,1
"2012","nodeDegree_up4",3,"Generalised functions","Environmental and geohazard regulation",0,4,1
"2013","nodeDegree_down2",3,"Generalised functions","Environmental and geohazard regulation",71,39,27
"2014","nodeDegree_down3",3,"Generalised functions","Environmental and geohazard regulation",0,20,1
"2015","nodeDegree_down4",3,"Generalised functions","Environmental and geohazard regulation",0,6,1
"2016","degree_up1",3,"Generalised functions","Environmental conservation",4,33,6
"2017","degree_down1",3,"Generalised functions","Environmental conservation",30,26,4
"2018","degree_total1",3,"Generalised functions","Environmental conservation",34,29,4
"2019","degree_up2",3,"Generalised functions","Environmental conservation",11,106,13
"2020","degree_up3",3,"Generalised functions","Environmental conservation",0,12,1
"2021","degree_down2",3,"Generalised functions","Environmental conservation",516,10,10
"2022","degree_down3",3,"Generalised functions","Environmental conservation",0,23,1
"2023","nodeDegree_up1",3,"Generalised functions","Environmental conservation",4,33,6
"2024","nodeDegree_down1",3,"Generalised functions","Environmental conservation",30,26,4
"2025","nodeDegree_total1",3,"Generalised functions","Environmental conservation",34,29,4
"2026","nodeDegree_up2",3,"Generalised functions","Environmental conservation",6,32,3
"2027","nodeDegree_up3",3,"Generalised functions","Environmental conservation",0,12,1
"2028","nodeDegree_up4",3,"Generalised functions","Environmental conservation",0,4,1
"2029","nodeDegree_down2",3,"Generalised functions","Environmental conservation",204,7,7
"2030","nodeDegree_down3",3,"Generalised functions","Environmental conservation",0,20,1
"2031","nodeDegree_down4",3,"Generalised functions","Environmental conservation",0,6,1
"2032","degree_up1",3,"Generalised functions","Financial services",3,34,7
"2033","degree_down1",3,"Generalised functions","Financial services",10,46,20
"2034","degree_total1",3,"Generalised functions","Financial services",13,50,18
"2035","degree_up2",3,"Generalised functions","Financial services",12,105,12
"2036","degree_up3",3,"Generalised functions","Financial services",0,12,1
"2037","degree_down2",3,"Generalised functions","Financial services",78,48,32
"2038","degree_down3",3,"Generalised functions","Financial services",0,23,1
"2039","nodeDegree_up1",3,"Generalised functions","Financial services",3,34,7
"2040","nodeDegree_down1",3,"Generalised functions","Financial services",10,46,20
"2041","nodeDegree_total1",3,"Generalised functions","Financial services",13,50,18
"2042","nodeDegree_up2",3,"Generalised functions","Financial services",7,31,2
"2043","nodeDegree_up3",3,"Generalised functions","Financial services",0,12,1
"2044","nodeDegree_up4",3,"Generalised functions","Financial services",0,4,1
"2045","nodeDegree_down2",3,"Generalised functions","Financial services",35,46,32
"2046","nodeDegree_down3",3,"Generalised functions","Financial services",0,20,1
"2047","nodeDegree_down4",3,"Generalised functions","Financial services",0,6,1
"2048","degree_up1",3,"Generalised functions","Food provision",3,34,7
"2049","degree_down1",3,"Generalised functions","Food provision",15,41,15
"2050","degree_total1",3,"Generalised functions","Food provision",18,45,15
"2051","degree_up2",3,"Generalised functions","Food provision",11,106,13
"2052","degree_up3",3,"Generalised functions","Food provision",0,12,1
"2053","degree_down2",3,"Generalised functions","Food provision",412,17,17
"2054","degree_down3",3,"Generalised functions","Food provision",0,23,1
"2055","nodeDegree_up1",3,"Generalised functions","Food provision",3,34,7
"2056","nodeDegree_down1",3,"Generalised functions","Food provision",15,41,15
"2057","nodeDegree_total1",3,"Generalised functions","Food provision",18,45,15
"2058","nodeDegree_up2",3,"Generalised functions","Food provision",7,31,2
"2059","nodeDegree_up3",3,"Generalised functions","Food provision",0,12,1
"2060","nodeDegree_up4",3,"Generalised functions","Food provision",0,4,1
"2061","nodeDegree_down2",3,"Generalised functions","Food provision",197,10,10
"2062","nodeDegree_down3",3,"Generalised functions","Food provision",0,20,1
"2063","nodeDegree_down4",3,"Generalised functions","Food provision",0,6,1
"2064","degree_up1",3,"Generalised functions","Foster social cohesion",3,34,7
"2065","degree_down1",3,"Generalised functions","Foster social cohesion",25,31,6
"2066","degree_total1",3,"Generalised functions","Foster social cohesion",28,35,6
"2067","degree_up2",3,"Generalised functions","Foster social cohesion",15,102,9
"2068","degree_up3",3,"Generalised functions","Foster social cohesion",0,12,1
"2069","degree_down2",3,"Generalised functions","Foster social cohesion",659,3,3
"2070","degree_down3",3,"Generalised functions","Foster social cohesion",0,23,1
"2071","nodeDegree_up1",3,"Generalised functions","Foster social cohesion",3,34,7
"2072","nodeDegree_down1",3,"Generalised functions","Foster social cohesion",25,31,6
"2073","nodeDegree_total1",3,"Generalised functions","Foster social cohesion",28,35,6
"2074","nodeDegree_up2",3,"Generalised functions","Foster social cohesion",8,30,1
"2075","nodeDegree_up3",3,"Generalised functions","Foster social cohesion",0,12,1
"2076","nodeDegree_up4",3,"Generalised functions","Foster social cohesion",0,4,1
"2077","nodeDegree_down2",3,"Generalised functions","Foster social cohesion",152,17,16
"2078","nodeDegree_down3",3,"Generalised functions","Foster social cohesion",0,20,1
"2079","nodeDegree_down4",3,"Generalised functions","Foster social cohesion",0,6,1
"2080","degree_up1",3,"Generalised functions","Goods and services provision",3,34,7
"2081","degree_down1",3,"Generalised functions","Goods and services provision",49,14,2
"2082","degree_total1",3,"Generalised functions","Goods and services provision",52,16,2
"2083","degree_up2",3,"Generalised functions","Goods and services provision",11,106,13
"2084","degree_up3",3,"Generalised functions","Goods and services provision",0,12,1
"2085","degree_down2",3,"Generalised functions","Goods and services provision",644,5,5
"2086","degree_down3",3,"Generalised functions","Goods and services provision",0,23,1
"2087","nodeDegree_up1",3,"Generalised functions","Goods and services provision",3,34,7
"2088","nodeDegree_down1",3,"Generalised functions","Goods and services provision",49,14,2
"2089","nodeDegree_total1",3,"Generalised functions","Goods and services provision",52,16,2
"2090","nodeDegree_up2",3,"Generalised functions","Goods and services provision",8,30,1
"2091","nodeDegree_up3",3,"Generalised functions","Goods and services provision",0,12,1
"2092","nodeDegree_up4",3,"Generalised functions","Goods and services provision",0,4,1
"2093","nodeDegree_down2",3,"Generalised functions","Goods and services provision",193,11,11
"2094","nodeDegree_down3",3,"Generalised functions","Goods and services provision",0,20,1
"2095","nodeDegree_down4",3,"Generalised functions","Goods and services provision",0,6,1
"2096","degree_up1",3,"Generalised functions","Governance",13,24,1
"2097","degree_down1",3,"Generalised functions","Governance",39,20,3
"2098","degree_total1",3,"Generalised functions","Governance",52,16,2
"2099","degree_up2",3,"Generalised functions","Governance",42,75,1
"2100","degree_up3",3,"Generalised functions","Governance",0,12,1
"2101","degree_down2",3,"Generalised functions","Governance",260,25,21
"2102","degree_down3",3,"Generalised functions","Governance",0,23,1
"2103","nodeDegree_up1",3,"Generalised functions","Governance",13,24,1
"2104","nodeDegree_down1",3,"Generalised functions","Governance",39,20,3
"2105","nodeDegree_total1",3,"Generalised functions","Governance",52,16,2
"2106","nodeDegree_up2",3,"Generalised functions","Governance",8,30,1
"2107","nodeDegree_up3",3,"Generalised functions","Governance",0,12,1
"2108","nodeDegree_up4",3,"Generalised functions","Governance",0,4,1
"2109","nodeDegree_down2",3,"Generalised functions","Governance",88,31,22
"2110","nodeDegree_down3",3,"Generalised functions","Governance",0,20,1
"2111","nodeDegree_down4",3,"Generalised functions","Governance",0,6,1
"2112","degree_up1",3,"Generalised functions","Historical and cultural value contribution",3,34,7
"2113","degree_down1",3,"Generalised functions","Historical and cultural value contribution",13,43,17
"2114","degree_total1",3,"Generalised functions","Historical and cultural value contribution",16,47,17
"2115","degree_up2",3,"Generalised functions","Historical and cultural value contribution",15,102,9
"2116","degree_up3",3,"Generalised functions","Historical and cultural value contribution",0,12,1
"2117","degree_down2",3,"Generalised functions","Historical and cultural value contribution",492,12,12
"2118","degree_down3",3,"Generalised functions","Historical and cultural value contribution",0,23,1
"2119","nodeDegree_up1",3,"Generalised functions","Historical and cultural value contribution",3,34,7
"2120","nodeDegree_down1",3,"Generalised functions","Historical and cultural value contribution",13,43,17
"2121","nodeDegree_total1",3,"Generalised functions","Historical and cultural value contribution",16,47,17
"2122","nodeDegree_up2",3,"Generalised functions","Historical and cultural value contribution",7,31,2
"2123","nodeDegree_up3",3,"Generalised functions","Historical and cultural value contribution",0,12,1
"2124","nodeDegree_up4",3,"Generalised functions","Historical and cultural value contribution",0,4,1
"2125","nodeDegree_down2",3,"Generalised functions","Historical and cultural value contribution",134,19,17
"2126","nodeDegree_down3",3,"Generalised functions","Historical and cultural value contribution",0,20,1
"2127","nodeDegree_down4",3,"Generalised functions","Historical and cultural value contribution",0,6,1
"2128","degree_up1",3,"Generalised functions","Housing provision",4,33,6
"2129","degree_down1",3,"Generalised functions","Housing provision",23,33,8
"2130","degree_total1",3,"Generalised functions","Housing provision",27,36,7
"2131","degree_up2",3,"Generalised functions","Housing provision",14,103,10
"2132","degree_up3",3,"Generalised functions","Housing provision",0,12,1
"2133","degree_down2",3,"Generalised functions","Housing provision",651,4,4
"2134","degree_down3",3,"Generalised functions","Housing provision",0,23,1
"2135","nodeDegree_up1",3,"Generalised functions","Housing provision",4,33,6
"2136","nodeDegree_down1",3,"Generalised functions","Housing provision",23,33,8
"2137","nodeDegree_total1",3,"Generalised functions","Housing provision",27,36,7
"2138","nodeDegree_up2",3,"Generalised functions","Housing provision",7,31,2
"2139","nodeDegree_up3",3,"Generalised functions","Housing provision",0,12,1
"2140","nodeDegree_up4",3,"Generalised functions","Housing provision",0,4,1
"2141","nodeDegree_down2",3,"Generalised functions","Housing provision",181,14,14
"2142","nodeDegree_down3",3,"Generalised functions","Housing provision",0,20,1
"2143","nodeDegree_down4",3,"Generalised functions","Housing provision",0,6,1
"2144","degree_up1",3,"Generalised functions","Hydrometeorological hazard regulation",6,31,4
"2145","degree_down1",3,"Generalised functions","Hydrometeorological hazard regulation",23,33,8
"2146","degree_total1",3,"Generalised functions","Hydrometeorological hazard regulation",29,34,5
"2147","degree_up2",3,"Generalised functions","Hydrometeorological hazard regulation",17,100,8
"2148","degree_up3",3,"Generalised functions","Hydrometeorological hazard regulation",0,12,1
"2149","degree_down2",3,"Generalised functions","Hydrometeorological hazard regulation",461,14,14
"2150","degree_down3",3,"Generalised functions","Hydrometeorological hazard regulation",0,23,1
"2151","nodeDegree_up1",3,"Generalised functions","Hydrometeorological hazard regulation",6,31,4
"2152","nodeDegree_down1",3,"Generalised functions","Hydrometeorological hazard regulation",23,33,8
"2153","nodeDegree_total1",3,"Generalised functions","Hydrometeorological hazard regulation",29,34,5
"2154","nodeDegree_up2",3,"Generalised functions","Hydrometeorological hazard regulation",7,31,2
"2155","nodeDegree_up3",3,"Generalised functions","Hydrometeorological hazard regulation",0,12,1
"2156","nodeDegree_up4",3,"Generalised functions","Hydrometeorological hazard regulation",0,4,1
"2157","nodeDegree_down2",3,"Generalised functions","Hydrometeorological hazard regulation",209,4,4
"2158","nodeDegree_down3",3,"Generalised functions","Hydrometeorological hazard regulation",0,20,1
"2159","nodeDegree_down4",3,"Generalised functions","Hydrometeorological hazard regulation",0,6,1
"2160","degree_up1",3,"Generalised functions","Law and order",5,32,5
"2161","degree_down1",3,"Generalised functions","Law and order",21,35,10
"2162","degree_total1",3,"Generalised functions","Law and order",26,37,8
"2163","degree_up2",3,"Generalised functions","Law and order",15,102,9
"2164","degree_up3",3,"Generalised functions","Law and order",0,12,1
"2165","degree_down2",3,"Generalised functions","Law and order",160,36,27
"2166","degree_down3",3,"Generalised functions","Law and order",0,23,1
"2167","nodeDegree_up1",3,"Generalised functions","Law and order",5,32,5
"2168","nodeDegree_down1",3,"Generalised functions","Law and order",21,35,10
"2169","nodeDegree_total1",3,"Generalised functions","Law and order",26,37,8
"2170","nodeDegree_up2",3,"Generalised functions","Law and order",8,30,1
"2171","nodeDegree_up3",3,"Generalised functions","Law and order",0,12,1
"2172","nodeDegree_up4",3,"Generalised functions","Law and order",0,4,1
"2173","nodeDegree_down2",3,"Generalised functions","Law and order",87,32,23
"2174","nodeDegree_down3",3,"Generalised functions","Law and order",0,20,1
"2175","nodeDegree_down4",3,"Generalised functions","Law and order",0,6,1
"2176","degree_up1",3,"Generalised functions","Learning and education",4,33,6
"2177","degree_down1",3,"Generalised functions","Learning and education",12,44,18
"2178","degree_total1",3,"Generalised functions","Learning and education",16,47,17
"2179","degree_up2",3,"Generalised functions","Learning and education",19,98,6
"2180","degree_up3",3,"Generalised functions","Learning and education",0,12,1
"2181","degree_down2",3,"Generalised functions","Learning and education",300,23,20
"2182","degree_down3",3,"Generalised functions","Learning and education",0,23,1
"2183","nodeDegree_up1",3,"Generalised functions","Learning and education",4,33,6
"2184","nodeDegree_down1",3,"Generalised functions","Learning and education",12,44,18
"2185","nodeDegree_total1",3,"Generalised functions","Learning and education",16,47,17
"2186","nodeDegree_up2",3,"Generalised functions","Learning and education",8,30,1
"2187","nodeDegree_up3",3,"Generalised functions","Learning and education",0,12,1
"2188","nodeDegree_up4",3,"Generalised functions","Learning and education",0,4,1
"2189","nodeDegree_down2",3,"Generalised functions","Learning and education",128,21,19
"2190","nodeDegree_down3",3,"Generalised functions","Learning and education",0,20,1
"2191","nodeDegree_down4",3,"Generalised functions","Learning and education",0,6,1
"2192","degree_up1",3,"Generalised functions","Observance of religion",2,35,8
"2193","degree_down1",3,"Generalised functions","Observance of religion",2,54,23
"2194","degree_total1",3,"Generalised functions","Observance of religion",4,59,23
"2195","degree_up2",3,"Generalised functions","Observance of religion",11,106,13
"2196","degree_up3",3,"Generalised functions","Observance of religion",0,12,1
"2197","degree_down2",3,"Generalised functions","Observance of religion",20,55,34
"2198","degree_down3",3,"Generalised functions","Observance of religion",0,23,1
"2199","nodeDegree_up1",3,"Generalised functions","Observance of religion",2,35,8
"2200","nodeDegree_down1",3,"Generalised functions","Observance of religion",2,54,23
"2201","nodeDegree_total1",3,"Generalised functions","Observance of religion",4,59,23
"2202","nodeDegree_up2",3,"Generalised functions","Observance of religion",7,31,2
"2203","nodeDegree_up3",3,"Generalised functions","Observance of religion",0,12,1
"2204","nodeDegree_up4",3,"Generalised functions","Observance of religion",0,4,1
"2205","nodeDegree_down2",3,"Generalised functions","Observance of religion",17,53,33
"2206","nodeDegree_down3",3,"Generalised functions","Observance of religion",0,20,1
"2207","nodeDegree_down4",3,"Generalised functions","Observance of religion",0,6,1
"2208","degree_up1",3,"Generalised functions","Physical security",3,34,7
"2209","degree_down1",3,"Generalised functions","Physical security",22,34,9
"2210","degree_total1",3,"Generalised functions","Physical security",25,38,9
"2211","degree_up2",3,"Generalised functions","Physical security",9,108,15
"2212","degree_up3",3,"Generalised functions","Physical security",0,12,1
"2213","degree_down2",3,"Generalised functions","Physical security",529,9,9
"2214","degree_down3",3,"Generalised functions","Physical security",0,23,1
"2215","nodeDegree_up1",3,"Generalised functions","Physical security",3,34,7
"2216","nodeDegree_down1",3,"Generalised functions","Physical security",22,34,9
"2217","nodeDegree_total1",3,"Generalised functions","Physical security",25,38,9
"2218","nodeDegree_up2",3,"Generalised functions","Physical security",6,32,3
"2219","nodeDegree_up3",3,"Generalised functions","Physical security",0,12,1
"2220","nodeDegree_up4",3,"Generalised functions","Physical security",0,4,1
"2221","nodeDegree_down2",3,"Generalised functions","Physical security",219,2,2
"2222","nodeDegree_down3",3,"Generalised functions","Physical security",0,20,1
"2223","nodeDegree_down4",3,"Generalised functions","Physical security",0,6,1
"2224","degree_up1",3,"Generalised functions","Planning activities",7,30,3
"2225","degree_down1",3,"Generalised functions","Planning activities",11,45,19
"2226","degree_total1",3,"Generalised functions","Planning activities",18,45,15
"2227","degree_up2",3,"Generalised functions","Planning activities",25,92,4
"2228","degree_up3",3,"Generalised functions","Planning activities",0,12,1
"2229","degree_down2",3,"Generalised functions","Planning activities",88,45,31
"2230","degree_down3",3,"Generalised functions","Planning activities",0,23,1
"2231","nodeDegree_up1",3,"Generalised functions","Planning activities",7,30,3
"2232","nodeDegree_down1",3,"Generalised functions","Planning activities",11,45,19
"2233","nodeDegree_total1",3,"Generalised functions","Planning activities",18,45,15
"2234","nodeDegree_up2",3,"Generalised functions","Planning activities",8,30,1
"2235","nodeDegree_up3",3,"Generalised functions","Planning activities",0,12,1
"2236","nodeDegree_up4",3,"Generalised functions","Planning activities",0,4,1
"2237","nodeDegree_down2",3,"Generalised functions","Planning activities",57,42,29
"2238","nodeDegree_down3",3,"Generalised functions","Planning activities",0,20,1
"2239","nodeDegree_down4",3,"Generalised functions","Planning activities",0,6,1
"2240","degree_up1",3,"Generalised functions","Public health",3,34,7
"2241","degree_down1",3,"Generalised functions","Public health",65,11,1
